filename,total_characters,split
4475.txt,181661,train
46499.txt,202242,train
40681.txt,741079,train
56501.txt,130539,train
35373.txt,305755,train
54371.txt,444915,train
28768.txt,26604,train
45064.txt,19552,train
41445.txt,408868,train
44083.txt,398263,train
655.txt,2317670,train
27618.txt,911535,train
37064.txt,1215341,train
7004.txt,490928,train
48680.txt,286711,train
2399.txt,189891,train
57852.txt,278030,train
57020.txt,91445,train
30575.txt,67173,train
478.txt,435005,train
30173.txt,18797,train
54606.txt,419841,train
34757.txt,203427,train
44560.txt,931173,train
39227.txt,1154292,train
26160.txt,342453,train
8950.txt,211185,train
3853.txt,111428,train
56056.txt,263718,train
38601.txt,194775,train
35915.txt,305163,train
50201.txt,273256,train
18379.txt,1027188,train
38677.txt,1039003,train
52358.txt,376799,train
42109.txt,377830,train
35650.txt,1129712,train
7386.txt,102798,train
10458.txt,140114,train
44886.txt,1126457,train
41128.txt,502813,train
38188.txt,417772,train
26629.txt,467383,train
34794.txt,679094,train
33677.txt,427652,train
56654.txt,865752,train
11584.txt,513105,train
11260.txt,69372,train
32466.txt,419946,train
40712.txt,832845,train
4034.txt,524111,train
56477.txt,563280,train
24714.txt,111662,train
36177.txt,93823,train
47725.txt,570619,train
10032.txt,113338,train
8080.txt,152484,train
52978.txt,354802,train
29909.txt,498233,train
44176.txt,232076,train
57620.txt,24432,train
40599.txt,79340,train
20464.txt,328627,train
25485.txt,490790,train
56364.txt,405486,train
4436.txt,144769,train
56420.txt,164168,train
3786.txt,1130084,train
51677.txt,54667,train
39137.txt,679558,train
34305.txt,547537,train
50399.txt,200678,train
36152.txt,428525,train
47299.txt,100076,train
3656.txt,861262,train
39201.txt,930351,train
32188.txt,357695,train
43053.txt,232290,train
3652.txt,1259528,train
47050.txt,280444,train
49064.txt,329752,train
37780.txt,433328,train
36663.txt,266414,train
41913.txt,1238730,train
38389.txt,647695,train
44730.txt,913402,train
5688.txt,152699,train
48800.txt,522571,train
31522.txt,690067,train
911.txt,171862,train
45462.txt,424762,train
3054.txt,365048,train
31721.txt,466973,train
52541.txt,71715,train
42805.txt,65311,train
57737.txt,278608,train
5914.txt,56988,train
36133.txt,453601,train
52812.txt,402239,train
38685.txt,576665,train
31524.txt,783772,train
58463.txt,67123,train
34630.txt,407682,train
27406.txt,31567,train
26626.txt,11040,train
44315.txt,1633617,train
56468.txt,293559,train
9996.txt,100394,train
51188.txt,113025,train
35116.txt,618932,train
48756.txt,472653,train
30653.txt,83626,train
38732.txt,1168977,train
34931.txt,449070,train
1555.txt,30027,train
8120.txt,1075629,train
55696.txt,546351,train
37537.txt,44959,train
7404.txt,132163,train
4445.txt,173878,train
3559.txt,208083,train
47914.txt,24668,train
3805.txt,509922,train
40407.txt,316175,train
2191.txt,283013,train
42923.txt,365288,train
30689.txt,395620,train
39830.txt,233712,train
56615.txt,492431,train
36857.txt,683449,train
2754.txt,100628,train
35437.txt,115482,train
2378.txt,470266,train
56751.txt,197491,train
52209.txt,326865,train
2822.txt,236114,train
38735.txt,861634,train
259.txt,110794,train
30202.txt,397702,train
31323.txt,37107,train
32990.txt,29633,train
4476.txt,919702,train
35354.txt,3344566,train
52667.txt,232343,train
7116.txt,478741,train
10923.txt,73234,train
51489.txt,1678714,train
40538.txt,982988,train
58047.txt,452521,train
54138.txt,66978,train
52734.txt,493692,train
12589.txt,84031,train
42732.txt,784885,train
7018.txt,45167,train
4188.txt,60356,train
4036.txt,140869,train
2507.txt,353174,train
38508.txt,567555,train
58085.txt,345836,train
21039.txt,407421,train
42996.txt,802093,train
8645.txt,244625,train
49228.txt,357124,train
33096.txt,443899,train
52459.txt,169963,train
10085.txt,511669,train
28655.txt,312398,train
39445.txt,704965,train
52085.txt,270530,train
36401.txt,308436,train
28388.txt,57335,train
41777.txt,282960,train
34835.txt,411554,train
31206.txt,174012,train
44303.txt,564264,train
55941.txt,297611,train
47560.txt,137887,train
25699.txt,308191,train
55724.txt,133891,train
37088.txt,19037,train
50046.txt,1269862,train
33430.txt,17479,train
54375.txt,264715,train
41452.txt,268941,train
57493.txt,1377330,train
16194.txt,374445,train
3677.txt,235411,train
58850.txt,55324,train
1164.txt,505966,train
57317.txt,129091,train
40027.txt,262120,train
38107.txt,95476,train
43602.txt,283980,train
42494.txt,312200,train
45846.txt,356895,train
45623.txt,484896,train
48894.txt,371258,train
43001.txt,62945,train
33503.txt,76901,train
57265.txt,986201,train
305.txt,648596,train
36913.txt,54289,train
30418.txt,48099,train
48301.txt,145318,train
55433.txt,144577,train
46294.txt,469699,train
47847.txt,634177,train
31101.txt,340565,train
10679.txt,48910,train
6398.txt,55146,train
57891.txt,180633,train
28003.txt,5799,train
4009.txt,154831,train
53189.txt,393467,train
1678.txt,435002,train
43578.txt,1308795,train
34011.txt,1053064,train
39772.txt,425832,train
58416.txt,202752,train
56861.txt,149400,train
52941.txt,414541,train
34606.txt,437504,train
55374.txt,150912,train
3627.txt,84801,train
14644.txt,1367651,train
41902.txt,1157215,train
25358.txt,453637,train
47306.txt,257917,train
11136.txt,154152,train
32383.txt,317326,train
21709.txt,503404,train
38727.txt,44169,train
6686.txt,76560,train
32043.txt,41984,train
57253.txt,139041,train
25353.txt,759599,train
7882.txt,349326,train
3428.txt,348916,train
31647.txt,218655,train
6817.txt,26003,train
54803.txt,213662,train
6418.txt,476826,train
42959.txt,1305066,train
28861.txt,322285,train
2909.txt,88168,train
45759.txt,1114764,train
47262.txt,604021,train
33607.txt,75357,train
34362.txt,261111,train
41805.txt,190384,train
52882.txt,978647,train
53005.txt,248095,train
37743.txt,31582,train
3862.txt,141470,train
29653.txt,35222,train
2948.txt,275533,train
25663.txt,242537,train
486.txt,215307,train
8219.txt,334883,train
49653.txt,236068,train
38931.txt,88893,train
55802.txt,366405,train
11344.txt,206081,train
2766.txt,471109,train
36821.txt,76763,train
1651.txt,582836,train
9966.txt,114634,train
28802.txt,141162,train
8775.txt,461683,train
47315.txt,300111,train
52420.txt,28628,train
23029.txt,154068,train
24535.txt,556417,train
15914.txt,118516,train
1875.txt,88109,train
31938.txt,574965,train
32858.txt,103667,train
1688.txt,349010,train
34109.txt,213800,train
11113.txt,251013,train
41091.txt,464735,train
2164.txt,65981,train
4915.txt,728449,train
10834.txt,14564,train
8897.txt,402062,train
29030.txt,522602,train
53991.txt,213939,train
6575.txt,59755,train
36838.txt,221332,train
47356.txt,1013134,train
52697.txt,211729,train
2989.txt,260348,train
41046.txt,1419137,train
9316.txt,21278,train
58822.txt,88455,train
45818.txt,294432,train
33766.txt,74923,train
53046.txt,321957,train
55484.txt,451842,train
48042.txt,847958,train
55610.txt,325205,train
6145.txt,441490,train
24679.txt,132109,train
41722.txt,495568,train
48468.txt,94420,train
42154.txt,893422,train
45273.txt,25260,train
10381.txt,864635,train
44622.txt,267448,train
32924.txt,531408,train
48540.txt,110364,train
55230.txt,479023,train
12609.txt,86086,train
18374.txt,233958,train
35602.txt,94276,train
4973.txt,1633146,train
34588.txt,16989,train
58585.txt,68112,train
8661.txt,418807,train
1030.txt,370594,train
30562.txt,166233,train
4087.txt,281423,train
40894.txt,6435,train
37788.txt,802416,train
9882.txt,74783,train
38046.txt,737022,train
41541.txt,50747,train
51198.txt,588744,train
10667.txt,446104,train
8440.txt,231306,train
47718.txt,95986,train
141.txt,883403,train
44302.txt,385956,train
45339.txt,250043,train
42267.txt,800922,train
37170.txt,256192,train
2587.txt,112468,train
29215.txt,38734,train
39466.txt,259443,train
49315.txt,59745,train
50991.txt,307320,train
52163.txt,713268,train
25907.txt,141361,train
10770.txt,1312355,train
43763.txt,69185,train
3334.txt,77660,train
50902.txt,137515,train
53688.txt,421987,train
50975.txt,179767,train
36346.txt,422650,train
54645.txt,71706,train
24364.txt,58861,train
28264.txt,613360,train
35295.txt,1017324,train
33831.txt,98493,train
31969.txt,66647,train
2517.txt,763720,train
26194.txt,327481,train
25041.txt,73309,train
24668.txt,206976,train
33269.txt,738635,train
490.txt,11264,train
48821.txt,214764,train
8911.txt,815103,train
25322.txt,92658,train
53851.txt,575726,train
34244.txt,658788,train
44913.txt,357338,train
56635.txt,124003,train
47025.txt,877452,train
29646.txt,404512,train
46342.txt,613300,train
25390.txt,312322,train
31908.txt,523241,train
55718.txt,511613,train
39060.txt,122154,train
43587.txt,358022,train
52287.txt,280838,train
41852.txt,463549,train
10023.txt,190389,train
5654.txt,143989,train
53954.txt,302012,train
58184.txt,195092,train
34101.txt,36161,train
28198.txt,489356,train
43363.txt,202238,train
38017.txt,337643,train
37908.txt,615301,train
11509.txt,379965,train
24441.txt,75870,train
34181.txt,199829,train
26616.txt,57192,train
45885.txt,82600,train
32942.txt,560503,train
25804.txt,443834,train
5342.txt,476597,train
8601.txt,608247,train
40526.txt,205198,train
30976.txt,44674,train
9069.txt,589660,train
57782.txt,392083,train
4177.txt,127400,train
40244.txt,530010,train
41339.txt,309668,train
23354.txt,962388,train
49472.txt,838859,train
17744.txt,253920,train
51439.txt,67102,train
38200.txt,398811,train
49958.txt,1144034,train
7551.txt,62764,train
2588.txt,216319,train
10323.txt,297180,train
9330.txt,77125,train
47616.txt,257271,train
26036.txt,56863,train
38409.txt,814246,train
57446.txt,154587,train
6627.txt,789741,train
50750.txt,154117,train
58307.txt,366129,train
44470.txt,520716,train
34189.txt,192340,train
25927.txt,106860,train
53560.txt,295856,train
25929.txt,153043,train
54041.txt,539934,train
45809.txt,440064,train
859.txt,180186,train
39052.txt,424776,train
24085.txt,411895,train
51765.txt,479219,train
12619.txt,73178,train
19407.txt,118609,train
31596.txt,129942,train
43345.txt,442811,train
2282.txt,243837,train
51385.txt,97475,train
38534.txt,257238,train
36524.txt,185791,train
37239.txt,265270,train
32692.txt,839362,train
33263.txt,363051,train
11129.txt,52837,train
27591.txt,546300,train
40532.txt,107204,train
46948.txt,67396,train
43471.txt,356966,train
2111.txt,296009,train
479.txt,314621,train
47791.txt,768511,train
41375.txt,330033,train
7360.txt,49701,train
4279.txt,360883,train
36516.txt,818760,train
50058.txt,570340,train
56484.txt,360072,train
1390.txt,366456,train
10044.txt,266842,train
44571.txt,68334,train
22199.txt,120632,train
39340.txt,374629,train
33469.txt,768967,train
33133.txt,614126,train
3570.txt,216371,train
46993.txt,544039,train
8445.txt,331933,train
55807.txt,25256,train
45598.txt,375437,train
57121.txt,112290,train
28199.txt,427081,train
29656.txt,313887,train
48153.txt,45655,train
215.txt,175850,train
46344.txt,120694,train
25878.txt,132846,train
27660.txt,35057,train
32342.txt,843110,train
25828.txt,522802,train
45342.txt,76009,train
31212.txt,186129,train
52743.txt,25361,train
36139.txt,50807,train
53806.txt,330195,train
51261.txt,243597,train
26896.txt,133125,train
9651.txt,135349,train
29895.txt,452506,train
29083.txt,601294,train
48357.txt,268258,train
26448.txt,176604,train
1147.txt,254422,train
58186.txt,107387,train
34904.txt,936270,train
46776.txt,537238,train
42102.txt,269492,train
8146.txt,101692,train
2056.txt,835879,train
9470.txt,302835,train
25303.txt,113904,train
36629.txt,380118,train
36699.txt,331019,train
33979.txt,182746,train
37801.txt,302806,train
48844.txt,115057,train
1309.txt,112646,train
48591.txt,185086,train
33007.txt,556579,train
10043.txt,162143,train
49207.txt,293329,train
57954.txt,563260,train
22457.txt,390800,train
53941.txt,235930,train
2537.txt,254500,train
52097.txt,288125,train
28361.txt,970557,train
30103.txt,59822,train
55849.txt,1430378,train
40906.txt,121667,train
38198.txt,429308,train
42402.txt,7817,train
51264.txt,158466,train
57532.txt,855971,train
51988.txt,427798,train
27568.txt,351362,train
56146.txt,143212,train
53295.txt,689513,train
42666.txt,315288,train
19002.txt,85788,train
50831.txt,293038,train
35038.txt,359784,train
54426.txt,270583,train
5076.txt,477318,train
46131.txt,459389,train
6970.txt,654050,train
53876.txt,518876,train
35152.txt,299162,train
30849.txt,727658,train
39535.txt,926159,train
51555.txt,1144416,train
42079.txt,105869,train
18654.txt,270536,train
28125.txt,20232,train
4722.txt,159570,train
14204.txt,471420,train
8857.txt,462846,train
4725.txt,144507,train
56049.txt,151223,train
1416.txt,75146,train
26045.txt,915593,train
58285.txt,404107,train
37021.txt,361990,train
51103.txt,58246,train
28222.txt,667233,train
53264.txt,1665281,train
39751.txt,582586,train
49111.txt,463655,train
9819.txt,87902,train
31358.txt,814461,train
40091.txt,135924,train
45348.txt,348553,train
55338.txt,583466,train
43573.txt,289136,train
48108.txt,455615,train
47082.txt,245589,train
50064.txt,508791,train
53609.txt,110950,train
30198.txt,77898,train
55260.txt,655456,train
646.txt,541863,train
996.txt,2288548,train
27711.txt,423566,train
28631.txt,226293,train
46241.txt,73234,train
47546.txt,601262,train
3662.txt,414049,train
58434.txt,160940,train
28303.txt,139334,train
30541.txt,888864,train
6886.txt,740681,train
39724.txt,246759,train
27874.txt,629037,train
38871.txt,789534,train
1880.txt,982173,train
8201.txt,944826,train
54439.txt,279036,train
11231.txt,82596,train
53929.txt,360815,train
55391.txt,316212,train
40958.txt,497850,train
34136.txt,429525,train
34246.txt,794104,train
36872.txt,52722,train
36295.txt,725939,train
9255.txt,60171,train
11141.txt,352584,train
7997.txt,305831,train
57494.txt,211663,train
30769.txt,175830,train
53249.txt,415371,train
32334.txt,214504,train
10786.txt,21264,train
53275.txt,3397665,train
3270.txt,188872,train
25088.txt,702600,train
47337.txt,831122,train
48720.txt,460277,train
53354.txt,254327,train
52007.txt,19451,train
57336.txt,2235807,train
29400.txt,557168,train
25612.txt,111815,train
4811.txt,1131188,train
4287.txt,560638,train
27849.txt,41122,train
35495.txt,301903,train
48701.txt,99348,train
54265.txt,344688,train
39288.txt,351409,train
22259.txt,856561,train
31106.txt,703898,train
52609.txt,255648,train
11381.txt,456501,train
1474.txt,83615,train
1035.txt,91001,train
37619.txt,478500,train
25758.txt,747693,train
30186.txt,911176,train
51428.txt,1093100,train
41394.txt,282714,train
5583.txt,549688,train
38273.txt,31525,train
10661.txt,330016,train
35107.txt,216706,train
58617.txt,181995,train
44779.txt,129953,train
1085.txt,516174,train
44230.txt,168830,train
55464.txt,547307,train
54074.txt,299997,train
1810.txt,148872,train
2096.txt,561520,train
29527.txt,478830,train
33605.txt,238444,train
53071.txt,267624,train
1920.txt,72795,train
10094.txt,439394,train
40892.txt,247668,train
43659.txt,462314,train
8955.txt,123705,train
508.txt,488584,train
22053.txt,365524,train
47570.txt,114901,train
42101.txt,279757,train
517.txt,298376,train
34792.txt,299733,train
46565.txt,640457,train
26635.txt,199126,train
6492.txt,270923,train
46577.txt,289072,train
54131.txt,272606,train
38539.txt,1154949,train
35820.txt,211298,train
3678.txt,420803,train
5028.txt,122867,train
48324.txt,97857,train
45978.txt,1590422,train
40795.txt,417206,train
43633.txt,436416,train
42412.txt,553738,train
6946.txt,558102,train
44659.txt,340785,train
28318.txt,92210,train
54073.txt,152824,train
54807.txt,575447,train
37280.txt,235159,train
48349.txt,40338,train
37794.txt,369746,train
56963.txt,162238,train
31318.txt,203652,train
45539.txt,178677,train
37518.txt,6075,train
48522.txt,376006,train
4178.txt,109281,train
34572.txt,123817,train
53151.txt,217184,train
36490.txt,526235,train
33336.txt,71755,train
3799.txt,201051,train
13184.txt,249903,train
28392.txt,75889,train
35937.txt,234141,train
26640.txt,666910,train
22052.txt,651508,train
32136.txt,452051,train
49042.txt,355895,train
53676.txt,396850,train
34611.txt,668490,train
40773.txt,150395,train
6782.txt,284236,train
7067.txt,61555,train
25980.txt,383530,train
56787.txt,116142,train
35775.txt,434898,train
54267.txt,66709,train
43229.txt,270327,train
25548.txt,175880,train
30697.txt,171583,train
36041.txt,471626,train
42686.txt,1716335,train
49890.txt,32184,train
33853.txt,308553,train
57309.txt,225357,train
4347.txt,548262,train
53307.txt,254400,train
36912.txt,32819,train
38636.txt,308575,train
13008.txt,82030,train
47166.txt,265464,train
